Date,Time,R_or_D,Before_or_After,screen_name,text,hashtags,Nominate_dim1
7/18/12,49008,R,Before,kaybaileyhutch,@washingtonpost: Study Warns Obama #TaxHike Would Plague Millions of Small Businesses http://t.co/eY6ExJqt #StopTheTaxHike,TaxHike StopTheTaxHike,0.356
7/18/12,43603,R,Before,kaybaileyhutch,"@Politico: ""President Barack Obama’s Jobs Council hasn’t met publicly for six months"" http://t.co/yfnZFy7g #WeCantWait",WeCantWait,0.356
7/18/12,71034,R,Before,OrrinHatch,Letter: Reinstate Welfare Work Requirements http://t.co/9XCRVIKq via @heritage_action #utpol,utpol,0.382
5/18/12,72156,R,Before,OrrinHatch,ICYMI: Utah Tech Leaders Stand With Orrin http://t.co/16wtXUZa #utpol,utpol,0.382
5/18/12,60237,R,Before,OrrinHatch,Letter Of Support From Retired Air Force General Gregory Martin http://t.co/Sxg8evZO #utpol,utpol,0.382
2/19/12,12821,R,Before,OrrinHatch,I really appreciate my friend @SenJonKyl coming out to speak to the  Washington and Utah County GOP. #utpol http://t.co/3WRbGte3,utpol,0.382
1/14/11,85869,R,Before,OrrinHatch,Glad to have @TaxReformer's support for repealing ObamaCare's individual and employer mandates. http://bit.ly/fwweui #utpol,utpol,0.382
1/14/11,59131,R,Before,OrrinHatch,Article in the Spectrum: Hatch vows to fight for GOP values http://is.gd/6xYL0P #tcot #utpol,tcot utpol,0.382
1/14/11,18141,R,Before,OrrinHatch,"@R_Penny @incognito912  and @ProdigalCyclist I'm right there with you.  BBA, Repealing ObamaCare and getting rid of the AMT #utpol",utpol,0.382
1/14/11,17919,R,Before,OrrinHatch,"My first bill is the Balanced Budget Amendment, as many of you have mentioned we need to get our fiscal house in order before other bills.",,0.382
1/14/11,11056,R,Before,OrrinHatch,"I'm developing my top ten bills list for the year and want your input. What would your number 1, 2 and 3 bills be?",,0.382
1/13/11,78848,R,Before,OrrinHatch,Sen. Hatch pushing balanced-budget amendment in Senate -The Hill http://t.co/lg4AZCa #utpol #tcot,utpol tcot,0.382
1/13/11,53777,R,Before,OrrinHatch,"At breakfast with some local leaders in St. George.  I'm always grateful to visit Southern Utah, great people and warm.",,0.382
1/12/11,67367,R,Before,OrrinHatch,"Don’t panic | Nice editorial in the Tribune, we all need to take a collective deep breath http://t.co/77dvVmf #utpol",utpol,0.382
1/12/11,56072,R,Before,OrrinHatch,@davidmiller I did last year and my BBA was within one vote of passage in 1995.  That is the closest we've ever come to having the BBA.,,0.382
1/11/11,60466,R,Before,OrrinHatch,I'm going on Doug Wright's Show on KSL radio at 10:00 am. Tune in.,,0.382
1/11/11,10042,R,Before,OrrinHatch,"I'll be on Doug Wright's show tomorrow morning taking calls, be sure to listen and call in. #utpol",utpol,0.382
1/10/11,54384,R,Before,OrrinHatch,"I hope you will join with me for a moment of silence at 11 AM EST, 9 AM MST to honor the victims of the senseless tragedy in Tucson.",,0.382
1/8/11,80524,R,Before,OrrinHatch,"I join every Utahn and American in condemning this senseless and brutal act of violence in Tuscon. My wife, staff and I send our prayers.",,0.382
1/7/11,66209,R,Before,OrrinHatch,"The administration better understand that IF Congress considers a debt limit increase, it should be paired with significant spending cuts.",,0.382
1/7/11,65887,R,Before,OrrinHatch,"It's up to Obama to pressure Senate Democrats on spending cuts, if he wants the debt limit raised. http://is.gd/kjnbk #tcot",tcot,0.382
1/7/11,62734,R,Before,OrrinHatch,"Taping a segment with NBC about ObamaCare waivers, Adminstration gave out 222 because the law is so oppressive #tcot",tcot,0.382
1/7/11,62316,R,Before,OrrinHatch,Fantastic article about Constitutionalism by Krauthammer in the Washington Post today http://is.gd/kj7HL #utpol #tcot,utpol tcot,0.382
1/7/11,53490,R,Before,OrrinHatch,I applaud the House for reading the constitution on the floor yesterday. The Constitution Is Not 'Propaganda' http://t.co/6wkWLVu,,0.382
1/6/11,56324,R,Before,OrrinHatch,"Obama resubmitted his judicial nominations to the Senate yesterday. Some are incredibly extreme, I will vigorously oppose them.",,0.382
1/6/11,54743,R,Before,OrrinHatch,"Cloture (Ending Debate) Ain’t Broke, So Don’t Break It. http://is.gd/kes7u Why the Senate needs the filibuster #utpol",utpol,0.382
3/27/09,50603,R,Before,OrrinHatch,"""Twitter, Facebook & YouTube"" new on the blog: http://www.HatchForSenate.com/blog",,0.382
9/21/16,73192,R,Before,SenMikeLee,I am honored to be joined by residents of San Juan County at the Capitol today to tell the president #nomonument: https://t.co/4ZPekPvUnV,nomonument,0.919
9/21/16,67607,R,Before,SenMikeLee,"Look, @chrisgeidner, @CoryBooker has no excuse. I recall giving him a pretty stylish pair of socks for Christmas.",,0.919
6/10/16,55489,R,Before,SenMikeLee,"Welcome to the Senate. When you try to protect constitutional rights, you're accused of wanting to kill people: https://t.co/xjYi5f9JSV",,0.919
2/23/16,1505,R,Before,SenMikeLee,My tele-townhall w/ Wasatch &amp; Summit counties is starting now. You can participate online here: https://t.co/Yo738FaMYZ #utpol #leetownhall,utpol leetownhall,0.919
11/30/15,80198,R,Before,SenMikeLee,Any #COP21 agreement that isn't submitted to the Senate is at best a short-sighted political stunt that would undermine U.S. credibility.,COP21,0.919
11/30/15,67542,R,Before,SenMikeLee,A Second Start for Head Start: https://t.co/R9a6glfLR0 @DCExaminer @RepMattSalmon,,0.919
10/29/15,75438,R,Before,SenMikeLee,".@CyberMormon If you like bipartisanship, you should support a better process than the undemocratic process that produced this #BudgetDeal",BudgetDeal,0.919
10/29/15,74375,R,Before,SenMikeLee,"GOP should be the party of fiscal sanity and responsible governance. But we won’t be, so long as we continue to govern by crisis and cliff.",,0.919
10/29/15,74286,R,Before,SenMikeLee,"GOP should be the party of reform. But we won’t be, so long as individual senators are blocked from offering amendments to legislation.",,0.919
10/29/15,74223,R,Before,SenMikeLee,"GOP should be party of ideas. But we won’t be, if we continue tolerating a legislative process that stifles our most innovative proposals.",,0.919
10/29/15,73910,R,Before,SenMikeLee,"Only in Washington, D.C. could something so deceptive, ineffectual, and unfair be considered a “reform.” https://t.co/sfhpy7yzip #BudgetDeal",BudgetDeal,0.919
10/29/15,73814,R,Before,SenMikeLee,"Our grand, bipartisan solution to Social Security Disability Insurance insolvency = steal $150 billion from social security Trust Fund.",,0.919
10/29/15,73622,R,Before,SenMikeLee,The #budgetdeal is the last gasping breath of a disgraced bipartisan beltway establishment on the verge of collapse: https://t.co/8bwFf6qKqJ,budgetdeal,0.919
10/29/15,73492,R,Before,SenMikeLee,"The #budgetdeal is the product of an unfair, dysfunctional, and undemocratic process: https://t.co/sfhpy7yzip #tcot",budgetdeal tcot,0.919
10/29/15,62519,R,Before,SenMikeLee,Anyone out there believe that Congress in 2025 will follow through on #BudgetDeal's cuts? https://t.co/ZwFjT2O7js,BudgetDeal,0.919
10/29/15,61664,R,Before,SenMikeLee,"With #budgetdeal, how has our bargaining power diminished over 4 years after gaining more seats in House &amp; Senate? https://t.co/IrOWKIpNx7",budgetdeal,0.919
10/29/15,50202,R,Before,SenMikeLee,Did the Chairman of the Joint Chiefs of Staff Just Admit to Obama’s Failed Middle East Strategy? https://t.co/jqhCuq85EC via @CR,,0.919
9/29/15,76216,R,Before,SenMikeLee,Doesn't make sense - #Iran Agreement Calls on U.S. to Help Iran Develop Its Cyber Security Capabilities: https://t.co/SaZMM4b3yp #IranDeal,Iran IranDeal,0.919
7/14/15,68737,R,Before,SenMikeLee,Heading to the Senate floor now to promote my amendment to allow parents to opt out of federal testing. #ESEA,ESEA,0.919
7/14/15,66416,R,Before,SenMikeLee,"Join me, @JohnCornyn, @CoryBooker, and @SenWhitehouse today at 3:30 ET for discussion on criminal justice reform: http://t.co/IarhwvVJ2U …",,0.919
7/14/15,54956,R,Before,SenMikeLee,I am concerned that in the administration’s desperation to reach an agreement w/ #Iran compromises were made that could threaten U.S.,Iran,0.919
6/9/15,78252,R,Before,SenMikeLee,Today I joined a bipartisan group of Senators to introduce Due Process Guarantee Act as amendment to #NDAA: http://t.co/Ua5Y95pxdd #utpol,NDAA utpol,0.919
6/9/15,66691,R,Before,SenMikeLee,Come visit my mobile office and meet with my staff in Tremonton today 1:30 p.m. - 3:30 p.m. http://t.co/sdRadG29vI #utpol,utpol,0.919
6/9/15,56514,R,Before,SenMikeLee,Come visit my mobile office and meet with my staff in Brigham City today from 10:00 a.m. - 12:00 noon. http://t.co/KsahuCeDlN #utpol,utpol,0.919
10/22/14,86112,R,Before,SenMikeLee,I definitely agree - Time to Break the Logjam on ECPA Reform: http://t.co/Ddr8zHRGOh,,0.919
10/22/14,75685,R,Before,SenMikeLee,Relationships of interdependence &amp; communities of mutual cooperation are at heart of conservative vision of America: http://t.co/wgxYXYO3g4,,0.919
10/22/14,69309,R,Before,SenMikeLee,The conservative vision of American society: We are not isolated individuals and we’re not wards of the state: http://t.co/kI1qo5xDCE,,0.919
10/22/14,66929,R,Before,SenMikeLee,"Politics matters because it will define the world you inherit, and set the parameters of the good you can do in it: http://t.co/juFFRsYBbL",,0.919
10/22/14,8296,R,Before,SenMikeLee,"From my speech today at Hillsdale College: ""Americans are moving in a direction of greater individual… http://t.co/bDculaibrE",,0.919
5/21/14,73929,R,Before,SenMikeLee,Good coverage of my #RoadLessTraveledUtah Photo Contest: http://t.co/jfrMSoLwUm @abc4utah,RoadLessTraveledUtah,0.919
5/21/14,66743,R,Before,SenMikeLee,I am disappointed that the Judiciary Committee was unable to move forward with #patentreform.  Patent troll behavior is a serious problem.,patentreform,0.919
5/21/14,63102,R,Before,SenMikeLee,I #standwithRand in opposing the nomination of David Barron to U.S. Court of Appeals for the First Circuit: http://t.co/IBSyAY7k5U,standwithRand,0.919
5/21/14,5443,R,Before,SenMikeLee,RT @AYLTV: @SenMikeLee fun photo contest of roads in Utah http://t.co/l4appx9NjN #roadlesstraveledutah #utpol,roadlesstraveledutah utpol,0.919
2/18/14,6971,R,Before,SenMikeLee,Many Americans still don't understand why the president's abuse of power is a problem. I will discuss this w/ @megynkelly at 7:10 p.m. MT.,,0.919
7/24/13,73493,R,Before,SenMikeLee,"""People are starting to understand you're either with #ObamaCare or against it"": http://t.co/FUAq6JDm32 #DontFundIt @HannityShow",ObamaCare DontFundIt,0.919
7/24/13,73128,R,Before,SenMikeLee,"Read my response to President Obama's economy pivot speech ""The middle class or the middle men?"" http://t.co/dvRZiJqoh0 #tcot",tcot,0.919
7/24/13,55490,R,Before,SenMikeLee,Happy Pioneer Day to all the Utahns who are celebrating the day Brigham Young entered the salt lake… http://t.co/0ohPu2ygk2,,0.919
6/5/13,77227,R,Before,SenMikeLee,Watch my discussion with @TeamCavuto about more corruption at the #IRS: http://t.co/QZZWpPJofC RT if you think IRS is too powerful #tcot,IRS tcot,0.919
6/5/13,56179,R,Before,SenMikeLee,My mobile office will be in Garfield County today.  Stop by if you are in the area.  More info here: http://t.co/HhUu9TkXkV #utpol,utpol,0.919
6/5/13,50100,R,Before,SenMikeLee,I would like to thank everyone who sent their birthday wishes yesterday.  You made it a great day.,,0.919
3/11/13,71865,R,Before,SenMikeLee,I am holding a #LetsTalk tele-townhall event onWednesday at 9:00 p.m.  Click here to learn how to participate: http://t.co/QJkZMoYQUy #utpol,LetsTalk utpol,0.919
12/12/12,71854,R,Before,SenMikeLee,After fall from cliff / The avalanche is triggered / Buried in red ink #fiscalcliffhaikus @elaheizadi http://t.co/Q6DqhWh2,fiscalcliffhaikus,0.919
7/18/12,74883,R,Before,SenMikeLee,Congress created our fiscal problems. Congress should solve them. We can't fix fiscal crisis on backs of taxpayers: http://t.co/zYYXJQLt,,0.919
7/18/12,74124,R,Before,SenMikeLee,"MT @startingptcnn: .@SenMikeLee: Congress should extend #taxcuts, and deficit problems not fault of American taxpayers http://t.co/va5g9ZdU",taxcuts,0.919
7/18/12,50597,R,Before,SenMikeLee,Threatening hardworking Americans w/ unemployment by raising taxes on employers is a terrible idea: http://t.co/EQhzv0rS #fiscalcliff #utpol,fiscalcliff utpol,0.919
5/18/12,51648,R,Before,SenMikeLee,RT @senleepresssec: Congrats to @SenMikeLee staffer Matt Holten and @SenOrrinHatch staffer Hannah Conley. They got engaged yesterday! #utpol,utpol,0.919
9/21/16,79231,R,Before,SenRonJohnson,Congratulations @nmcraig4 for being named a  @CCAInstitute Angel in Adoption! https://t.co/KubH1ugwhx,,0.598
9/21/16,73208,R,Before,SenRonJohnson,Terry Kohler was a force of nature. His impact on Wisconsin was wide and deep. My condolences to his wife and family.,,0.598
9/21/16,61994,R,Before,SenRonJohnson,Johnson Requests Information from DHS on Immigrant Surge at Southwest Border https://t.co/PF8NPB0xOD,,0.598
9/21/16,56223,R,Before,SenRonJohnson,The Trickett Wendler #RightToTry Act gives terminal patients access to treatment that passed @US_FDA phase 1 trial https://t.co/c5RQTa9N8t,RightToTry,0.598
9/21/16,49362,R,Before,SenRonJohnson,Johnson Calls on FDA Commissioner to Testify at Hearing Thursday on Patients’ Right to Try Law  https://t.co/mK3D63VmEW,,0.598
7/15/16,83706,R,Before,SenRonJohnson,"PODCAST: New episode of “Hey, Wisconsin” is now available! Click here to listen: https://t.co/jh0wu2mvx4",,0.598
7/15/16,68432,R,Before,SenRonJohnson,ICYMI: @SenRonJohnson writes 3rd letter to FDA demanding further info ecig regulations https://t.co/O6HSFinn5p #AnswerRonJohnson,AnswerRonJohnson,0.598
7/15/16,61733,R,Before,SenRonJohnson,"Chairman Johnson Demands Further Answers from FDA on E-Cigarette Regulations
 https://t.co/O6HSFiEYtZ",,0.598
7/15/16,57881,R,Before,SenRonJohnson,.@SenRonJohnson talked w/ Prescott Police Chief Gary Krutke today on keeping Wisconsinites safe. https://t.co/5Jxq7iw2d9,,0.598
7/15/16,51878,R,Before,SenRonJohnson,RADIO: @SenRonJohnson will be on WDSM at 9:30a CT. Listen live:https://t.co/BQ24IGXscY,,0.598
7/15/16,49208,R,Before,SenRonJohnson,RADIO: @SenRonJohnson will be on 1340 WLDY at 9a CT. Listen live here: https://t.co/8vwcMw32eo,,0.598
7/15/16,43808,R,Before,SenRonJohnson,RADIO: @SenRonJohnson will be on 790 WAYY at 7:36a CT. Listen live here: https://t.co/QYClXIMR4v,,0.598
7/15/16,13415,R,Before,SenRonJohnson,Johnson Statement on Terrorist Attack in Nice https://t.co/HXo4Awo2FL,,0.598
7/15/16,4766,R,Before,SenRonJohnson,"My thoughts and prayers are with those in Nice tonight who, while celebrating their freedom, had it horrifically attacked.- rj #NiceFrance",NiceFrance,0.598
7/5/16,69292,R,Before,SenRonJohnson,"Johnson Announces Staff Mobile Office Hour 
https://t.co/s39gAYgbZl",,0.598
7/5/16,61824,R,Before,SenRonJohnson,"Chairman Johnson Statement on FBI Announcement on Secretary Clinton’s Use of Private Server for Classified Emails 
https://t.co/NeXn2KwBKV",,0.598
6/10/16,76506,R,Before,SenRonJohnson,"NEWS: Johnson Releases New ‘Hey, Wisconsin’ Episode
https://t.co/QEkiPziPdH",,0.598
6/10/16,54185,R,Before,SenRonJohnson,NEWS: An unemployment solution without big government https://t.co/fcE7j4yrX3,,0.598
6/10/16,46825,R,Before,SenRonJohnson,PODCAST: Hear @SenRonJohnson talk to MKE’s Pastor Smith about The Joseph Project https://t.co/GE6KmM9QXS,,0.598
6/10/16,43224,R,Before,SenRonJohnson,"RADIO: @SenRonJohnson will be on 1490 WLFN at 7:18a CT.  To listen, tune in locally.",,0.598
6/10/16,36023,R,Before,SenRonJohnson,PODCAST: @SenRonJohnson on making job connections for workers in Wisconsin #JosephProjectWI https://t.co/GE6KmM9QXS,JosephProjectWI,0.598
2/23/16,71947,R,Before,SenRonJohnson,71 years ago Harvey Kurz (left) witnessed history on #IwoJima Now he loves to thank other vets for @SSHonorFlight https://t.co/WOpk5FwQty,IwoJima,0.598
2/23/16,67231,R,Before,SenRonJohnson,RELEASE:Johnson Responds to President Obama’s Plan for Guantanamo  https://t.co/tQ9fVKENqy,,0.598
2/23/16,65267,R,Before,SenRonJohnson,.@SenRonJohnson joins 34 other senators to block EPA attempt to transform the electricity sector. More here: https://t.co/T7NSHsTYVJ,,0.598
2/23/16,57604,R,Before,SenRonJohnson,LIVE NOW @SenRonJohnson is currently asking questions at the Senate Foreign Relations committee https://t.co/1cual3PzHk,,0.598
2/23/16,51076,R,Before,SenRonJohnson,COMING UP @SenRonJohnson will speak to Rick Jensen at 8:15a CT on 1470 WBKV. Listen live here: https://t.co/NHZDi2UdgK,,0.598
11/25/15,43961,R,Before,SenRonJohnson,Enjoyed the visit to Gilmore Middle School in Racine. https://t.co/stiXdpz8WN via @journaltimes,,0.598
10/29/15,68912,R,Before,SenRonJohnson,".@DHSgov commends Sen. Johnson, others for passing bill to protect Americans from cyber-attack. https://t.co/0UnKtPvsMF",,0.598
10/29/15,62527,R,Before,SenRonJohnson,“I have no doubt Paul will propose positive ideas and solutions to the problems facing our nation.” #SpeakerRyan  https://t.co/gP1xiP8eiC,SpeakerRyan,0.598
10/29/15,61226,R,Before,SenRonJohnson,"“ Paul Ryan is a person of integrity, courage and ideas."" @SenRonJohnson’s statement on #SpeakerRyan here: https://t.co/gP1xiP8eiC",SpeakerRyan,0.598
10/29/15,59706,R,Before,SenRonJohnson,".@SenRonJohnson responds to @SpeakerRyan’s election, read his statement here: https://t.co/gP1xiP8eiC",,0.598
10/29/15,57926,R,Before,SenRonJohnson,RELEASE: Johnson Statement on the Election of Speaker Paul Ryan   https://t.co/gP1xiPpPHc #SpeakerRyan,SpeakerRyan,0.598
10/29/15,57538,R,Before,SenRonJohnson,Congrats @SpeakerRyan. You make Wisconsin proud!,,0.598
9/29/15,66610,R,Before,SenRonJohnson,.@SenRonJohnson asks for answers on ISIS intel: http://t.co/Ah4v6MwAYF @NRO @NROcorner,,0.598
9/29/15,63013,R,Before,SenRonJohnson,National Review: Cooking Intel on ISIS: Senators Demand Answers http://t.co/Ah4v6MwAYF @NRO @NROcorner,,0.598
9/29/15,62418,R,Before,SenRonJohnson,".@SenRonJohnson @SenSchumer @JeffFlake @SenJohnMcCain applaud House for passing the Border Jobs for Veterans Act, http://t.co/nM6B2z7Toa",,0.598
9/29/15,61226,R,Before,SenRonJohnson,.@SenRonJohnson is looking into allegations of manipulation of intelligence reporting http://t.co/Ah4v6MwAYF @NRO @NROcorner,,0.598
9/29/15,59413,R,Before,SenRonJohnson,Chairman Johnson is looking for answers in possible ISIS intelligence manipulation http://t.co/Ah4v6MwAYF @NRO @NROcorner,,0.598
9/29/15,57145,R,Before,SenRonJohnson,.@SenRonJohnson will be on @whoradio 's Mickelson in the Morning at 11:07a CT. Listen live here: http://t.co/GAZ5pa9Qyl,,0.598
7/14/15,77413,R,Before,SenRonJohnson,Hear @SenRonJohnson on The @VickiMcKenna Show today at 5:06p CT. Listen live here: http://t.co/pA1RgAZc5D,,0.598
7/14/15,71168,R,Before,SenRonJohnson,"""Affordable"" Care Act turns out to be not very affordable at all.  http://t.co/LR3NW43PLX",,0.598
7/14/15,68576,R,Before,SenRonJohnson,"Great visit, @jordyntnoennig. Best wishes! https://t.co/sowdgYj87T",,0.598
6/15/15,73946,R,Before,SenRonJohnson,My sympathies go out to the victims of devastating floods in the nation of Georgia. –rj  #tbilisiflood,tbilisiflood,0.598
6/15/15,48728,R,Before,SenRonJohnson,You're welcome!  https://t.co/aQVyYJgy0b,,0.598
6/9/15,77999,R,Before,SenRonJohnson,Troubling testimony before Senate Homeland Security Cte today about TSA's culture. http://t.co/VTkdQXz9iE via @usatoday,,0.598
6/9/15,75805,R,Before,SenRonJohnson,"What senators on my committee learned Tuesday about the ""red teams"" testing TSA security. http://t.co/oH22DEiEME",,0.598
6/9/15,60608,R,Before,SenRonJohnson,Watch @SenRonJohnson discuss his #TSA hearing with @wolfblitzer at 12:10p CT on @CNN,TSA,0.598
6/9/15,54224,R,Before,SenRonJohnson,Hearing now from experienced front-line agents how #TSA can do a better job. Watch here: http://t.co/758NG41sOy,TSA,0.598
6/9/15,52207,R,Before,SenRonJohnson,LIVE NOW @SenRonJohnson is currently holding a HSGAC hearing on the oversight of the #TSA. Watch here: http://t.co/758NG3JRpY,TSA,0.598
6/9/15,50413,R,Before,SenRonJohnson,Watch @SenRonJohnson hold a HSGAC hearing today on the oversight of the #TSA at 9:30a CT. http://t.co/758NG3JRpY,TSA,0.598
6/9/15,48873,R,Before,SenRonJohnson,For #JuneDairyMonth @SenRonJohnson's staff will host agriculture related mobile office hours http://t.co/x3FrZTva1u http://t.co/4VYkvCB7e7,JuneDairyMonth,0.598
10/22/14,63820,R,Before,SenRonJohnson,"Patients now find they can't afford deductibles, NYTimes reports. No surprise. Obamacare doesn't lower costs. http://t.co/q43I2GSKM6",,0.598
10/22/14,60965,R,Before,SenRonJohnson,Sen. Johnson is excited to visit Valley Grinding and Manufacturing today in Little Chute for #ManufacturingMonth http://t.co/t6CUecGuyQ,ManufacturingMonth,0.598
5/21/14,78331,R,Before,SenRonJohnson,"@SenRockefeller, it's wrong to imply that opponents of Obamacare are racist.  http://t.co/ZKpoX2StNO",,0.598
9/21/16,82082,R,Before,SenCapito,My staff celebrated 20 yrs of @Toyota success w/ 1600+ team members! &amp; news of $400 million investment in WV. https://t.co/Q0uz7J5MhS,,0.259
9/21/16,79867,R,Before,SenCapito,"My staff will be in 3 counties tomorrow hosting mobile offices. To RSVP &amp; find directions, click here: https://t.co/IIS06TxNpg https://t.co/BImyllcl3l",,0.259
9/21/16,75965,R,Before,SenCapito,Reminder that my staff will host an Academy Day at Spring Mills High School in Martinsburg this Sat: https://t.co/MTDHF4YsZA https://t.co/G9SUKbJkPA,,0.259
9/21/16,73059,R,Before,SenCapito,Talked w @volunteerwv's Heather Foster about how @AmeriCorps can help w/ #wvflood relief efforts. https://t.co/sNbTQzLFwO,wvflood,0.259
9/21/16,64647,R,Before,SenCapito,WVians are known to help others in need &amp; this new funding for @YWCAWheeling is a perfect example. Read about it: https://t.co/CT6kd6cGNZ,,0.259
9/21/16,61250,R,Before,SenCapito,I will continue working w/ my colleagues to bring this bill to the @SenateFloor before year’s end. https://t.co/VMkC1AHhSl,,0.259
9/21/16,61216,R,Before,SenCapito,The #MinersProtectionAct is a fix that would benefit so many of our miners who are facing uncertain futures.,MinersProtectionAct,0.259
9/21/16,61186,R,Before,SenCapito,Pleased #MinersProtectionAct passed out of @SenateFinance today with a strong vote. Now we have to keep forging ahead.,MinersProtectionAct,0.259
9/21/16,46864,R,Before,SenCapito,"Today at 10AM, @SenateFinance will finally markup the Miners Protection Act. We owe this to our miners. WATCH: https://t.co/iWRlE2y98z",,0.259
7/15/16,66521,R,Before,SenCapito,"A few days ago, my staff joined veterans &amp; Jackson Co. residents for the bridge renaming on Rt. 21. https://t.co/7GI2zsTcpW",,0.259
7/15/16,58389,R,Before,SenCapito,"If you haven’t heard, I made a big announcement this week. Watch to find out more: https://t.co/9gWJDoxnpt",,0.259
7/15/16,51758,R,Before,SenCapito,30% of WVians lack access to #broadband that meets @FCC benchmarks. That’s why I launched a Senate Broadband Caucus: https://t.co/scHNj1rbjv,broadband,0.259
7/15/16,44105,R,Before,SenCapito,"Chatting w Hans Fogle this AM about closing the digital gap, flood relief &amp; more. Tune in to @WVPanhandleLive @ 8:30 https://t.co/IOFs0vuGkN",,0.259
7/15/16,7102,R,Before,SenCapito,Our hearts are with France and all those affected following tonight's tragedy. Please join me to #prayfornice.,prayfornice,0.259
7/5/16,81610,R,Before,SenCapito,My staff checked in w volunteers @ Nuttall Community Distribution Center to make sure they’re receiving proper help https://t.co/ywtGgNam9b,,0.259
7/5/16,71163,R,Before,SenCapito,Took a look around the @fema disaster recovery center in Rainelle. Find a center near you: https://t.co/Jf4bGwYNhn https://t.co/THpYKxLt0f,,0.259
7/5/16,69124,R,Before,SenCapito,"Just announced @HHSGov investment of more than $17 million in Wheeling, Fairmont &amp; Martinsburg Head Start programs: https://t.co/K4JB9CQOGd",,0.259
7/5/16,66093,R,Before,SenCapito,In Rainelle w/ volunteers &amp; flood victims - the incredible response from the community makes me proud to be a WVian https://t.co/IO0U5RyrNo,,0.259
7/5/16,59543,R,Before,SenCapito,"My staff is in Webster, Fayette, Clay &amp; Greenbrier Counties helping WVians navigate process for getting aid. Need help? Call 304-347-5372",,0.259
7/5/16,48847,R,Before,SenCapito,Chatted w @westlibertyu student Rebecca Barnes about the benefits of biomedical research programs for undergrads https://t.co/eeb3GpbqHj,,0.259
6/10/16,76323,R,Before,SenCapito,High school juniors &amp; seniors interested in gov’t &amp; public service can now apply to the @SenateYouth program for '17 https://t.co/nBNElrnuxn,,0.259
6/10/16,73172,R,Before,SenCapito,@DM_opinion editorial applauds Senate’s bipartisan passage of #TSCA bill updating nation’s chemical safety laws --&gt; https://t.co/ZBgH3DzPhr,TSCA,0.259
6/10/16,60722,R,Before,SenCapito,#NDAA was at the top of the agenda this week. Watch and learn more: https://t.co/jWLoyH2N7W,NDAA,0.259
6/10/16,57483,R,Before,SenCapito,.@ChrisMurphyCT &amp; I led a letter to @GOPHELP urging review of patient access to care &amp; expenses: https://t.co/hzVeqzc4Vs,,0.259
9/21/16,60657,R,Before,SenJohnBarrasso,About to join @TeamCavuto on @FOXBusiness to talk about #Iran. https://t.co/MpkW5dsk95,Iran,0.53
2/23/16,84313,R,Before,SenJohnBarrasso,".@Ms_Cs_Class I love the entire state, but one of my favorite places in Wyoming is near my home on Casper Mountain. #AndersonHawks",AndersonHawks,0.53
2/23/16,84204,R,Before,SenJohnBarrasso,".@Ms_Cs_Class Hello #AndersonHawks, thanks for the question. My favorite part of being a U.S. senator is representing the state I love.",AndersonHawks,0.53
2/23/16,73542,R,Before,SenJohnBarrasso,"Today, I pressed Sec. of State Kerry on int'l climate change funding &amp; Russian ceasefire commitments in #Syria. https://t.co/aoH0Fr4jr3",Syria,0.53
2/23/16,46350,R,Before,SenJohnBarrasso,Looking forward to joining @MariaBartiromo on @FoxBusiness Mornings with Maria at 8 a.m. ET #TuneIn,TuneIn,0.53
11/25/15,52447,R,Before,SenJohnBarrasso,"The inevitable outcome of Paris climate talks is a plan w/unproven benefits &amp; unreachable goals, but very real costs https://t.co/iXh6CD3ZJz",,0.53
11/25/15,52221,R,Before,SenJohnBarrasso,ICYMI: My op-ed in today's @WSJ - Congress Can Cool Off Obama’s Climate Plans https://t.co/iXh6CD3ZJz,,0.53
10/29/15,77454,R,Before,SenJohnBarrasso,"Bill scraps EPA’s #WOTUS rule &amp; directs revisions that focus on traditional navigable water while protecting farmers, ranchers &amp; landowners.",WOTUS,0.53
10/29/15,77355,R,Before,SenJohnBarrasso,Senate will vote on motion to proceed to my bipartisan Fed. Water Quality Protection Act (S. 1140) next week. #WOTUS https://t.co/Nbtglf7rBU,WOTUS,0.53
9/29/15,66745,R,Before,SenJohnBarrasso,.@SenatorEnzi and I are happy to welcome @GovMattMead to D.C. as he joins other governors to discuss Western issues. http://t.co/323bsCgf95,,0.53
9/29/15,62337,R,Before,SenJohnBarrasso,Happy 116th birthday to @VFWHQ. We are thankful for your service to our military members and their families.,,0.53
9/29/15,48419,R,Before,SenJohnBarrasso,Looking forward to joining @BillHemmer on @FOXNews @AmericaNewsroom at 9:40 am ET to talk about #UN General Assembly.,UN,0.53
7/14/15,54693,R,Before,SenJohnBarrasso,#Congress will thoroughly review #IranDeal to ensure it focuses on protecting American people—not #POTUS legacy http://t.co/RWVri2Tzsm,Congress IranDeal POTUS,0.53
