"Date","Time","R_or_D","screen_name","text","hashtags"
"10/29/15",21:44:03,"R","joniernst","Your voice has been heard, and I'm going to keep fighting for you against raising the debt limit. #CutThePork https://t.co/ewTttSmarW","CutThePork"
"10/29/15",19:18:12,"R","joniernst","I’ve heard from countless Iowans who know raising debt limit is only going to make our problems worse. #CutThePork https://t.co/3bnN04rPEv","CutThePork"
"10/29/15",16:46:38,"R","joniernst","Many in Washington are trying to raise the debt limit again. $18.4 trillion is enough. It's time to #CutThePork! https://t.co/TGHwLGKJeJ","CutThePork"
"10/22/14",12:18:19,"R","joniernst","[NEW PIG AD] It's a mess- dirty, noisy, and it stinks. I'm talking about WASHINGTON. Watch our latest ad: http://t.co/GKyEH7VNCO #IASEN","IASEN"
"5/21/14",23:46:07,"R","joniernst","Great turnout at last night’s Polk Co. GOP’s annual Robb Kelley Club Spring Dinner! #IASEN http://t.co/rVNf16F6hE","IASEN"
"5/21/14",21:15:33,"R","joniernst","Great meet &amp; greet in Cedar Rapids—thanks to the Blue Strawberry Coffee Co. for lending the space! #IASEN http://t.co/Xu9Qv8ZPDe","IASEN"
"5/21/14",19:14:08,"R","joniernst","Lots of support in Johnson Co.! Thanks all for coming to Coralville to meet w/ me &amp; see our #Squeal Winnebago! #IASEN http://t.co/2H7skSDytO","Squeal IASEN"
"5/21/14",17:48:34,"R","joniernst","Kicked off yest. in Muscatine at Elly's Tea &amp; Coffee! Thank you to everyone who made time to stop by! #IASEN http://t.co/cApdPF3Bq1","IASEN"
"4/1/14",22:47:18,"R","joniernst",".@BarackObama: #ACA made HC system ""a lot better"". IA disagrees- broken promises, more taxes, cancelled plans. #IASEN http://t.co/zhYT97FnOV","ACA IASEN"
"2/18/14",15:17:55,"R","joniernst","Reason#20 #BraleysObamacare Bad 4 IA: Adair Co church deductibles up 15%, covered prescriptions down copays up #IASEN http://t.co/oUh3dkDfBG","BraleysObamacare IASEN"
"10/22/14",19:06:31,"D","SenatorHarkin","On #DSHEA20, proud to celebrate success of bipartisan bill that increased consumer protections &amp; strengthened access to healthy supplements.","DSHEA20"
"10/22/14",17:21:43,"D","SenatorHarkin","The #SocialSecurity COLA doesn’t reflect the living expenses of seniors. My bill expands #SocialSecurity to give seniors a raise.","SocialSecurity SocialSecurity"
"5/21/14",15:32:55,"D","SenatorHarkin","Thank you to @LupusOrg for your cont'd support &amp; advocacy &amp; to @Tessanne for a wonderful performance! http://t.co/ukQUKaTD4o",
"5/21/14",14:29:34,"D","SenatorHarkin","Thanks @repjohnkline @SenAlexander @askgeorge @PattyMurray @virginiafoxx @SenatorIsakson @USRepRHinojosa for leading on #WIA to help workers","WIA"
"5/21/14",14:20:34,"D","SenatorHarkin","Our bipartisan #WIA bill helps to open doors to middle class for all workers, incl #PWD, &amp; strengthens our economy. http://t.co/FEWSC5YF6Y","WIA PWD"
"5/21/14",13:38:02,"D","SenatorHarkin",".@washingtonpost is right: Congress must hold true to science-based school nutrition standards, not undermine them: http://t.co/8kWW1OrsJJ",
"5/21/14",00:48:11,"D","SenatorHarkin","Tonight is a tremendous honor! MT""@DrFriedenCDC: With Sandra Raymond @ lupus foundation event honoring Sen Harkin.",
"5/21/14",00:07:39,"D","SenatorHarkin","I applaud @CivilRights consent degree that will ensure equal access for #PWD to law school exams, thanks to #ADA http://t.co/cYj3di9rq5","PWD ADA"
"4/1/14",19:01:21,"D","SenatorHarkin","As of today, #7MillionAndCounting have now signed up for quality, affordable health insurance plans. #ACAworks http://t.co/SFyf7JBSTa","7MillionAndCounting ACAworks"
"4/1/14",18:37:39,"D","SenatorHarkin","Tipped workers are twice as likely to live in poverty as other workers. Time to #RaiseTheWage. #TippedTuesday http://t.co/1Kcilfy5Tj","RaiseTheWage TippedTuesday"
"4/1/14",15:58:56,"D","SenatorHarkin","Today at 12:33PM EDT, I'll join @WeGotEd to talk about my bill to #RaiseTheWage, help working families. Tune in: http://t.co/jlMA0lOq0v","RaiseTheWage"
"2/18/14",20:44:24,"D","SenatorHarkin","More than 600 economists agree: When we #RaiseTheWage, the economy grows. My bill creates 85,000 jobs in 3 yrs. http://t.co/YTHLjsPHVL","RaiseTheWage"
"2/18/14",20:44:07,"D","SenatorHarkin","A growing economy starts w/ a fair wage. My bill to #RaiseTheWage would create 85,000 jobs, help 28 million workers. http://t.co/YTHLjsPHVL","RaiseTheWage"
"7/24/13",20:01:51,"D","SenatorHarkin","The President's economic plan invests from the middle out to help all Americans achieve #ABetterBargain. Read more: http://t.co/qFD2CYym9Y","ABetterBargain"
"7/24/13",18:20:32,"D","SenatorHarkin","A new poll shows that 80% of Americans support my proposal with @askgeorge to #RaiseTheWage to $10.10. Read here: http://t.co/Fv4QBFR1QR","RaiseTheWage"
"7/24/13",14:49:12,"D","SenatorHarkin","The HELP Cmte has approved two nominees to @NLRB. I hope my Senate colleagues will join me in voting to confirm them http://t.co/LF0oKxVQZS",
"7/24/13",14:33:38,"D","SenatorHarkin","Under my proposal, 30M Americans will get a raise, including 340,000 Iowans #RaiseTheWage http://t.co/v5xaltoa2C","RaiseTheWage"
"7/24/13",14:26:39,"D","SenatorHarkin","Our economic system works best when people who do the work earn enough to get ahead #RaiseTheWage http://t.co/v5xaltoa2C","RaiseTheWage"
"7/24/13",14:22:57,"D","SenatorHarkin","The current #minimumwage ($7.25/hr) is a poverty wage. This has consequences for all of us #RaiseTheWage http://t.co/v5xaltoa2C","minimumwage RaiseTheWage"
"7/24/13",14:08:16,"D","SenatorHarkin","Happening now: the HELP Cmte votes on nominees to the @NLRB. Watch our live webcast: http://t.co/W5l4WUI4yx",
"4/19/13",21:38:03,"D","SenatorHarkin","I urge those in eastern IA affected by flooding to stay safe. For updates in QC area: http://t.co/wb76XP6Z6Z &amp; CR: http://t.co/xUdtFlx195  ",
"12/12/12",21:02:30,"D","SenatorHarkin","Speaking shortly w/ @AliciaMenendez on @HuffPostLive re: Social Security and my proposal.  Watch live here: http://t.co/oHdFBzn9",
"12/12/12",20:42:05,"D","SenatorHarkin","I will resist any effort to cut Social Security as part of a ""grand bargain.""  Watch my comments now on the floor: http://t.co/Q34XvYt3",
"12/12/12",14:52:02,"D","SenatorHarkin","Last night’s @maddow show featured @ezraklein discussion on #filibuster reform.  He called my proposal a favorite.  http://t.co/fESfBcOQ","filibuster"
"9/25/12",18:50:33,"D","SenatorHarkin","Yesterday, Senator Harkin attended the dedication of artist Ron Dinsdale’s sculpture, ""Path of Peace,"" at DMACC’s... http://t.co/NZAaRPXn",
"9/25/12",15:23:30,"D","SenatorHarkin","Senators Work To Improve Lock And Dam Infrastructure Along Mississippi 
River http://t.co/ZE7K6MGp",
"7/18/12",20:14:01,"D","SenatorHarkin","Agree with the IA corn growers: Congress needs to finish work on #farmbill.","farmbill"
"5/18/12",13:07:19,"D","SenatorHarkin","Tom’s Take: End the Obstruction and Prevent a Student Loan Interest Rate Hike 
In this video, Senator Harkin... http://t.co/k3EXBRX7",
"1/14/11",17:37:59,"D","SenatorHarkin","In Case You Missed It:  The Des Moines Register Editorial Board calls for filibuster reform.  Click below to read. http://fb.me/NRwwNLm6",
"1/13/11",20:11:25,"D","SenatorHarkin","Honoring Dr. King with Service http://bit.ly/g09sZQ",
"1/11/11",21:30:15,"D","SenatorHarkin","Harkin Statement on Arizona Shootings http://bit.ly/h4XgHg",
"1/11/11",21:30:14,"D","SenatorHarkin","Harkin, Grassley Congratulate Two Iowans Selected for the United States Senate Youth Program http://bit.ly/fBlVKP",
"1/11/11",21:30:13,"D","SenatorHarkin","Harkin: $26.4 Million in Low-Income Heating Assistance Coming to Iowa http://bit.ly/gTG4s7",
"1/7/11",21:45:42,"D","SenatorHarkin","In Case You Missed It: Click below to... http://129.186.60.91:8010/theExchange/te110107.mp3?start=00%3A00%3A00.000&end=00%3A46%3A00.000",
"1/7/11",16:27:38,"D","SenatorHarkin","Later today (Noon CST), Sen. Harkin will be the featured guest on Iowa Public Radio's The Exchange.  To listen... http://fb.me/BvjUNtCo",
"1/6/11",21:36:34,"D","SenatorHarkin","Harkin Fights to Break Senate Gridlock http://bit.ly/fflPn5",
"1/6/11",21:25:08,"D","SenatorHarkin","Going back to 1995, Sen. Harkin has been leading the fight to Fix the Filibuster in the US Senate.  Yesterday,... http://fb.me/DcCjrUXq",
"1/6/11",19:22:32,"D","SenatorHarkin","Harkin on CBO Analysis of Health Reform Repeal http://bit.ly/fpPTbM",
"1/6/11",18:51:11,"D","SenatorHarkin","Harkin Resolution Restores Senate Tradition; Reduces Filibuster Threat That Has Mired Chamber In Gridlock http://bit.ly/i81p7l",
"1/6/11",18:51:11,"D","SenatorHarkin","Harkin Statement on New FDA Tobacco Guidance http://bit.ly/hP5cv0",
"9/21/16",16:28:06,"R","MikeCrapo","Meet my fall 2016 D.C. interns, Klodina (Boise) &amp; Amber (Nampa). https://t.co/lsyY2TvrxC",
"9/21/16",16:02:41,"R","MikeCrapo","The best national direction comes from the common sense in #ID. More in my #WeeklyWednesday column: https://t.co/ATrbdj2DlX https://t.co/7XfUHV0vVs","ID WeeklyWednesday"
"7/15/16",19:10:24,"R","MikeCrapo","It was a pleasure speaking at ID @AmericanLegion’s 98th state convention. Thank you for your continued service. https://t.co/ITNlZvWz5p",
"7/15/16",15:27:50,"R","MikeCrapo","@Brandwatch &amp; @Monster release report telling us what we already knew:

Idaho ranks 1ST for state w/happiest workers
https://t.co/ZdMzeu9rbh",
"6/10/16",19:21:35,"R","MikeCrapo","ICYMI-The @IdahoStatesman published a piece I wrote w/ @RonWyden about a compromise to treat wildfires as disasters. https://t.co/3rt7kXUz2Z",
"2/23/16",21:06:10,"R","MikeCrapo",".@preventcancer's outstanding work is helping families across the country battling debilitating diseases. #idpol https://t.co/qhJRvcpdlQ","idpol"
"2/23/16",18:01:11,"R","MikeCrapo","The national #debt now exceeds $19 trillion. We need to fix the ever-growing pit of debt our nation is amassing: https://t.co/fenUckfxCN","debt"
"11/30/15",19:48:23,"R","MikeCrapo","Celebrating Hometown Heroes is an honor as we work for the betterment of our communities. More here: https://t.co/anKdyaJoLM #idpol","idpol"
"11/25/15",16:34:12,"R","MikeCrapo","ICYMI: This Saturday is Small Business Saturday! To read more, click here: https://t.co/OlIY40sODl #idpol #ShopSmall","idpol ShopSmall"
"10/29/15",16:10:23,"R","MikeCrapo",".@INL continues its unmatched innovation with another regional recognition. Congrats! more here:https://t.co/e0ptORTFv7 #idpol #INL #Nuclear","idpol INL Nuclear"
"9/29/15",16:29:58,"R","MikeCrapo","#IranDeal is unacceptable &amp; gives the Iranian regime a green light to continue its export of violence. http://t.co/qhQVj3ahly #BadIranDeal","IranDeal BadIranDeal"
"7/14/15",21:35:34,"R","MikeCrapo","Any nuclear deal with Iran should have begun with securing the release of Pastor Saeed Abedini. http://t.co/CK8kJ1LHPP #SaveSaeed #idpol","SaveSaeed idpol"
"6/9/15",17:42:22,"R","MikeCrapo","Thanks to everyone who welcomed me to Shelley and participated in one of my town meetings this weekend. #idpol http://t.co/F1x3bachtD","idpol"
"5/21/14",23:00:02,"R","MikeCrapo","Legislation to end local land disputes in Idaho gained momentum today. More here: http://t.co/MFROhkZG9Q #idpol","idpol"
"5/21/14",21:40:23,"R","MikeCrapo","Congress must rectify this wrong and reverse this impractical and misguided rule. #idpol (3/3)","idpol"
"5/21/14",21:39:46,"R","MikeCrapo",".@USDA allows mothers to purchase nutrient dense fresh white potatoes with WIC vouchers at farmers markets, but not grocery stores. (2/3)",
"5/21/14",21:39:04,"R","MikeCrapo","Only one of these bags is eligible for purchase under @USDA’s WIC program.  Can you identify which one? #idpol (1/3) http://t.co/zMXoGKhyco","idpol"
"4/1/14",21:14:15,"R","MikeCrapo","ICYMI: I questioned #EPA efforts to reduce funding for bipartisan programs while increasing it for controversial ones.http://t.co/X0H0GpwWWK","EPA"
"4/1/14",19:18:26,"R","MikeCrapo","I appreciate @RepDaveCamp’s tireless work to reform our nation’s broken tax code and wish him all the best in his retirement next year.",
"4/1/14",18:35:14,"R","MikeCrapo","Read about the work I did in Idaho over the state work period in the March edition of my e-newsletter here. #idpol http://t.co/LQFNIGcEWi","idpol"
"4/1/14",16:00:33,"R","MikeCrapo","@INL is an asset to #Idaho &amp; the U.S. in nuclear energy research. This extension means continued employment and expertise at the lab.[2/2]","Idaho"
"4/1/14",15:58:10,"R","MikeCrapo","Glad to see that @Battelle Energy Alliance contract at the @INL has been renewed for an additional five years. [1/2] http://t.co/H35PKfqY4N",
"4/1/14",00:40:20,"R","MikeCrapo","Tonight, I opposed the nomination of John Owens to the 9th circuit. Read why here: #idpol Via @TheHill http://t.co/B3WqBlXcl9","idpol"
"2/18/14",23:51:13,"R","MikeCrapo","RT @BudgetHawks: Thomas Jefferson had something to say about fiscal responsibility. http://t.co/8TRCFX1erQ",
"2/18/14",23:42:14,"R","MikeCrapo","Heading home from work? Tune your radio to @KBOI670. I will be live, in-studio with @NateShelman at 5PM MST. #idpol http://t.co/eZg4HIZ6dq","idpol"
"2/18/14",22:32:46,"R","MikeCrapo","Don’t forget, I’m hosting a townhall meeting tonight at the College of Western Idaho. Will you be there? #idpol http://t.co/799X7woGHJ","idpol"
"2/18/14",22:22:27,"R","MikeCrapo","Always a great conversation with the @IdahoStatesman editorial board. Thanks for having me. #idpol","idpol"
"2/18/14",21:11:12,"R","MikeCrapo","Wrapped up several meetings that included visits with the @BLMIdaho and @USFWSPacific, among others. #idpol","idpol"
"2/18/14",19:29:27,"R","MikeCrapo","RT @TNkruesi: Sen. Crapo speaking #idleg #idpol http://t.co/0XYrNc2k49","idleg idpol"
"2/18/14",19:28:00,"R","MikeCrapo","Great to see you, Steve! RT @SteveVickUSA: US Senator Crapo addressing the Idaho Senate today.. http://t.co/wO7b7S9m0N",
"2/18/14",19:24:18,"R","MikeCrapo","Spoke to both the Idaho House and Idaho Senate chambers. Appreciate the hard work our legislators are doing. http://t.co/muaxCYTCHT",
"2/18/14",18:01:58,"R","MikeCrapo","Heading down the road to the Idaho Statehouse. Will address the members of the Idaho State Legislature shortly. #idpol #idleg","idpol idleg"
"2/18/14",17:34:15,"R","MikeCrapo","Sat down with @Emjayktvb to record the next edition of ""Viewpoint"" on @KTVB. Catch it this Sunday. #idpol http://t.co/ohYgWZrvsi","idpol"
"2/18/14",17:05:00,"R","MikeCrapo","I will be holding a townhall tonight at 7PM MST at the College of Western Idaho. Come join me. #idpol","idpol"
"2/18/14",16:45:56,"R","MikeCrapo","Thanks to Kevin Miller for having me in-studio on @580KIDO this morning. Look forward to being back… http://t.co/g0HdIEBMiH",
"2/18/14",15:07:15,"R","MikeCrapo","LIVE on the air with @580KIDO.  Tune in by clicking the link. #idpol http://t.co/NxSvddyFEv","idpol"
"2/18/14",14:47:28,"R","MikeCrapo","Tune your radio to @580KIDO this morning to catch me live and in-studio with Kevin Miller. #idpol http://t.co/NxSvddyFEv","idpol"
"2/18/14",04:24:15,"R","MikeCrapo","Attended the Academy Nominees’ reception in Meridian, with @Raul_Labrador and @SenatorRisch. Great event. #idpol","idpol"
"9/14/13",03:09:56,"R","MikeCrapo",".@BroncoSportsFB gets the win! #AFAvsBOISE #boisestate #BroncoNation","AFAvsBOISE boisestate BroncoNation"
"9/14/13",01:44:31,"R","MikeCrapo","RT @BroncoSportsFB: HALFTIME: Boise State 21 Air Force 17. Southwick 15-of-16 throwing with a passing TD and a rushing TD.",
"7/14/15",21:24:15,"R","SenatorRisch","My statement on the disastrous nuclear deal with Iran: http://t.co/0Lw03lVE4N",
"7/14/15",19:44:38,"R","SenatorRisch","I'll be live on @BBCWorld at 3 p.m. MDT. Tune in if you can. https://t.co/r3oIf8e2AO",
"6/9/15",20:08:48,"R","SenatorRisch","Thank you for visiting me - glad to help in any way I can. https://t.co/Y00PGtL14H",
"5/21/14",22:25:55,"R","SenatorRisch","Great to meet w/ students from Meridian Capital Christian Center. America's hope for the future-we're in good hands. http://t.co/FKHZ6kpdAD",
"4/1/14",21:52:19,"R","SenatorRisch","Met w/ Idaho nurse practitioners-they do a great job. W/o them many Idahoans would be w/o healthcare-impressed by their hard word. #AANPHPC","AANPHPC"
"2/18/14",19:03:35,"R","SenatorRisch","I'm ""conservative counterweight"" to admin's foreign policy. My opposition to Syria air strikes didn't go unnoticed. http://t.co/8eUBlpN8NC",
"7/24/13",23:36:16,"R","SenatorRisch","I'm glad the Senate was able to come together today on behalf of our nation's students. http://t.co/3zvf2C6VUL",
"6/5/13",16:58:47,"R","SenatorRisch","Forest Service should increase timber harvest to protect forest from catastrophic wildfire. My comments from hearing: http://t.co/G6ANeUvckx",
"9/21/16",19:00:38,"R","SenatorKirk","Happy 25th Independence Day to #Armenia and our Armenian friends. Thank you #IL Armenians for your contributions to our state. #Armenia25","Armenia IL Armenia25"
"9/21/16",17:00:15,"R","SenatorKirk","Need help with #passports, the #VA, or #Socsec? My staff is hosting mobile office hours in #MolineIL 9/22 from 12p-3.","passports VA Socsec MolineIL"
"9/21/16",14:09:23,"R","SenatorKirk","Thank you @GrowthEnergy for the #FuelingGrowth Award - we need a fair renewable fuel standard for #IL farmers https://t.co/Tf9moAfXdS","FuelingGrowth IL"
"9/21/16",13:27:00,"R","SenatorKirk","My Bringing Business Back Act provides tax incentives to boost development in Illinois communities https://t.co/5e5V9pQfXh",
"9/21/16",13:25:54,"R","SenatorKirk","I’m supporting economic investment to create jobs throughout Illinois by introducing the Bringing Business Back Act w/ @Sen_JoeManchin",
"7/15/16",20:57:20,"R","SenatorKirk","New upgrades keep @fly2ohare one of the busiest airports in the world and will improve travel for the flying public https://t.co/7Io0dCQtzw",
"7/15/16",20:00:22,"R","SenatorKirk","Happy 100th Birthday @NavyPier! Our beautiful Lake Michigan landmark brings 9-mil people to #Chi annually: https://t.co/4aludCanZJ","Chi"
"7/15/16",17:34:42,"R","SenatorKirk",".@fly2ohare expansion boosts #Chi as economic hub of Midwest. New innovations will attract biz &amp; create jobs in #IL https://t.co/kBQLoSG1hD","Chi IL"
"7/5/16",21:20:08,"R","SenatorKirk","In their darkest hour, #vets like Tom Young need to have calls answered. Suicide hotline failures are unacceptable: https://t.co/3UBA8celrY","vets"
"6/10/16",20:30:08,"R","SenatorKirk","Thx @SparkProgramCHI for pairing students w/ career mentors &amp; hosting #DiscoverSpark day. Your program is a great example of #IL innovation.","DiscoverSpark IL"
"6/10/16",19:17:38,"R","SenatorKirk","Thanks to @RepBost for joining me on the #RAID Act to clean up #VA hospital kitchens. Our vets deserve better. https://t.co/NynfP71Ytc","RAID VA"
"6/10/16",19:10:04,"R","SenatorKirk","Congrats to Uni Lab High School students for winning the #Exploravision contest - created a bionic eye implant for sight - Great work! @nsta","Exploravision"
"6/10/16",18:00:41,"R","SenatorKirk","Stem cell treatment may help #stroke patients walk again. #REGROWAct supports research to get survivors back to work https://t.co/SSuIoCNaSq","stroke REGROWAct"
"6/10/16",17:30:03,"R","SenatorKirk","Congrats to @ChiPubSchools Network 13 as they celebrate improved attendance and after school mentoring programs today at Corliss High School",
"6/10/16",17:00:15,"R","SenatorKirk","Congrats class of 2016 @LincChallenge who graduated today in Springfield. Schools like LCA equip youth w/ skills to be successful after grad",
"6/10/16",16:31:40,"R","SenatorKirk","More officials fired from PHX #VA while DOJ protects former hospital head. DOJ should protect vets not bureaucrats. https://t.co/PuX3A0bqxa","VA"
"2/23/16",23:21:49,"R","SenatorKirk","Gov’t watchdog @USGAO warns international inspectors face “inherent challenge” in stopping Iran nuclear cheating https://t.co/9MfSCHPxXh",
"2/23/16",23:00:25,"R","SenatorKirk","I championed @RepShimkus legislation to move #VA land to Danville Comm. College to save taxpayer dollars &amp; create new community resources.","VA"
"2/23/16",22:31:42,"R","SenatorKirk","Met w/ former Israeli Dep. Foreign Minister Amb. Danny Ayalon to talk common challenges facing our two great nations https://t.co/LDeYNDaNBs",
"2/23/16",22:00:33,"R","SenatorKirk","We will stop Admin from turning #Gitmo over to Castro regime @KellyAyotte @senrubiopress @sentomcotton @senatorburr https://t.co/aHgBxWYdH8","Gitmo"
"2/23/16",21:30:21,"R","SenatorKirk","Do you need help navigating #VA, #SocSec or other fed. agencies? My staff will be at 103 5th St. in #PeruIL 2/24 from 10a-12p to assist you.","VA SocSec PeruIL"
"2/23/16",21:00:47,"R","SenatorKirk","I'm working w/ @RepShimkus to save Danville #VA excessive maintenance costs that can now be used for #IL #Vets care. https://t.co/eNDJ5RJVAn","VA IL Vets"
"2/23/16",19:54:07,"R","SenatorKirk","On same day admin announces plan to close #Gitmo, former detainee arrested for being #ISIS recruiter. https://t.co/loVYhjbj8C","Gitmo ISIS"
"2/23/16",17:30:08,"R","SenatorKirk","I join my colleagues @senatortimscott @senpatroberts @sencorygardner in defending #US from accepting #Gitmo terrorists into our backyards","US Gitmo"
"2/23/16",17:29:57,"R","SenatorKirk","American taxpayers have spent more than $5b to keep #Gitmo terrorists behind bars and off the battlefield – that’s where they should stay.","Gitmo"
"2/23/16",17:29:28,"R","SenatorKirk","#Gitmo prisoners belong in #Gitmo – not in the #US where they have constitutional rights &amp; privileges https://t.co/WZ1wfUO3Rj","Gitmo Gitmo US"
"2/18/16",21:53:26,"R","SenatorKirk","Admin released top bin Laden confidant to #Sudan &amp; he rejoined terrorist fight. This is why we must #KeepGitmoOpen https://t.co/4tEJbUGQK9","Sudan KeepGitmoOpen"
"2/18/16",20:00:11,"R","SenatorKirk","The VA crisis hotline is supposed to be monitored 24/7– instead these calls went to voicemail &amp; were never returned: https://t.co/QBJ5IdQnCh",
"2/18/16",18:00:22,"R","SenatorKirk","22 military #veterans commit suicide every day and @DeptVetAffairs is sending crisis calls to voicemail: https://t.co/TCKxkpoapB","veterans"
"2/18/16",17:00:08,"R","SenatorKirk",".@DeptVetAffairs failed to implement Choice Act that allows vets to get timely care. They need a plan to fix it.  https://t.co/iaH8R8mY8o",
"2/18/16",16:00:39,"R","SenatorKirk","Corruption within #VA is hurting vets– it's unacceptable crisis hotline calls are sent to VM in their time of need https://t.co/bJmgKRuoRj","VA"
"2/18/16",15:25:05,"R","SenatorKirk","Culture of corruption at #VA knows no boundaries. Allowing vets hotline crisis calls to go to VM is unforgivable. https://t.co/U8NjIMYDSR","VA"
"2/18/16",14:31:15,"R","SenatorKirk","Kirk: U.S. Must Help Locate Stolen Radioactive Material In Iraq via @FreeBeacon https://t.co/wAiq8azmKT",
"2/18/16",00:00:14,"R","SenatorKirk","State &amp; local govs in the #US should be able to divest from companies engaged in boycotts against our ally #Israel: https://t.co/rn6G1hRdTw","US Israel"
"11/30/15",23:01:08,"R","SenatorKirk","Visiting w/ @UsNavy recruits was one of this yr’s Thanksgiving highlights. Thx @americanlegion post 208 for hosting. https://t.co/LXF9RArHGU",
"11/30/15",22:01:46,"R","SenatorKirk","Last year, more than 40 million Americans had their info stolen. Hackers should be held accountable. #CyberMonday https://t.co/7leTXncpuK","CyberMonday"
"11/30/15",22:01:28,"R","SenatorKirk","Its #CyberMonday, check out tips from @bbb_media for keeping your online purchases &amp; your wallet safe from hackers.  https://t.co/oK4Sh4DRNh","CyberMonday"
"11/30/15",20:22:55,"R","SenatorKirk","40mil people in US &amp; Canada get drinking water from #GreatLakes. Canada made right call to delay nuclear waste plan. https://t.co/mSwVchMDi4","GreatLakes"
"11/30/15",18:27:17,"R","SenatorKirk","Canada delays plan to store nuclear waste near #GreatLakes after I urged new P.M. to protect this natural resource. https://t.co/mSwVchMDi4","GreatLakes"
"11/25/15",23:30:13,"R","SenatorKirk","Dr. Goldman w/ @LurieChildrens introduced me to inspiring patients like Moises today on the infusion floor. https://t.co/zBc5YN0Ngg",
"11/25/15",22:45:07,"R","SenatorKirk","Thx CEO Pat Magoon &amp; Dr. Shanley for discussing my #OralChemo legislation with me today @LurieChildrens. https://t.co/EFWGcTJFSJ","OralChemo"
"11/25/15",21:59:38,"R","SenatorKirk","Compared stroke scars w/ my #BattleBuddy Charlie who receives excellent care from the great staff @LurieChildrens https://t.co/a2QI8v4gmF","BattleBuddy"
"11/25/15",01:00:15,"R","SenatorKirk","Thx @FoodAllergy for continuing to support my legislation to make #Epinephrine readily available to those suffering allergic reactions.","Epinephrine"
"11/25/15",00:00:30,"R","SenatorKirk","Discussed #Epinephrine w/ @FoodAllergy @NUFeinbergMed @LurieChildrens &amp; @Nutphrees reps. #S1972 will help save lives https://t.co/rkeIjoc50l","Epinephrine S1972"
"10/29/15",23:16:02,"R","SenatorKirk","Congrats to new US Marshal for Northern District of #IL, Edward Gilmore. His experience will help fight gangs and protect our communities.","IL"
"10/29/15",22:30:11,"R","SenatorKirk","Met @PMBreedlove to talk #Poland, #Ukraine, #Romania, US-NATO &amp; US-Israel missile defense, #Turkey &amp; EUCOM role in anti-ISIS fight","Poland Ukraine Romania Turkey"
"10/29/15",21:28:00,"R","SenatorKirk","As MilCon Approps Sbcmte Chair, I told @PMBreedlove we’ll fully support US-NATO missile defense in Poland &amp; Romania https://t.co/rWshDwr1TK",
"10/29/15",21:00:22,"R","SenatorKirk","Dinara Yunus testified about her parents imprisonment in Azerbaijan at Senate Human Rights Caucus. Thanks for defending human rights in AZ.",
"10/29/15",20:15:13,"R","SenatorKirk","Cosponsored Senate Human Rights Caucus briefing w /@SenCoons on human rights in Azerbaijan. US must stand up for basic freedoms worldwide.",
"10/29/15",19:41:34,"R","SenatorKirk","Dr Darlington of @ASH_hematology came by to talk S.1566 my Oral Chemo bill to create affordable options for patients https://t.co/8rDHJE5u04",
"10/29/15",19:30:10,"R","SenatorKirk","Stroke patients deserve access to the best rehab available. My bill #S1168 expands access to complex rehab under #Medicare. #WorldStrokeDay","S1168 Medicare WorldStrokeDay"
"10/29/15",19:24:43,"R","SenatorKirk","Happy #NationalCatDay! Here’s a #TBT of my cat Cleo helping me out at work https://t.co/ZqQaVjYteA","NationalCatDay TBT"
"10/29/15",18:00:15,"R","SenatorKirk","Climbing Capitol steps after my recovery. I hope my battle buddies set similar goals. #WorldStrokeDay #NeverGiveUpIL https://t.co/AluoqxhqjW","WorldStrokeDay NeverGiveUpIL"
"10/29/15",17:30:05,"R","SenatorKirk","Need help navigating #SocialSecurity and other fed. agencies? My staff will be @skokielibrary in #SkokieIL 10/30 from 2-5pm to assist you.","SocialSecurity SkokieIL"
"10/29/15",16:30:08,"R","SenatorKirk","My bill #S1465 expands access to stroke #telehealth services to help save lives and decrease debilitating effects of stroke. #WorldStrokeDay","S1465 telehealth WorldStrokeDay"
"10/29/15",16:20:54,"R","SenatorKirk","Congratulations to @SpeakerRyan. I have every confidence in his willingness and ability to lead and find unity.",
"10/29/15",15:15:05,"R","SenatorKirk","800,000 people in #US suffer strokes each year. I continue to push legislation to support 300,000+ stroke survivors in #IL. #WorldStrokeDay","US IL WorldStrokeDay"
"10/29/15",14:00:19,"R","SenatorKirk","Stroke is the leading cause of disability for #US adults. My bill #S800 asks #NIH to fund research based on prevalence. #WorldStrokeDay","US S800 NIH WorldStrokeDay"
"10/29/15",13:30:06,"R","SenatorKirk","My staff will be @LakeCountyJobs ""Employ #IL Veterans"" event today 10/29 from 10a-12p at @WaukeganLibrary to assist with #VA needs.","IL VA"
"10/29/15",13:00:18,"R","SenatorKirk","Today, on #WorldStrokeDay, help me raise stroke awareness by sharing your story using #NeverGiveUpIL on Twitter, Facebook and Instagram.","WorldStrokeDay NeverGiveUpIL"
"10/29/15",12:30:08,"R","SenatorKirk","My staff with be at Elgin Community College from 9a-2p tomorrow 10/30 for the Veteran Resource and Job Fair. Stop by for #VA assistance.","VA"
