Date,Time,R_or_D,Before_or_After,screen_name,text,hashtags,Nominate_dim1,race,mentions_terror
2/21/16,16:40:38,D,After,RepAlGreen,"I am saddened by the tragic shooting in Kalamazoo County, Michigan. I will continue to closely monitor the situation.",,-0.436,White,0
12/14/12,23:15:28,D,After,RepAlGreen,"Read my statement on the tragic shooting in Newtown, Connecticut: http://t.co/0F2gynGG",,-0.436,White,0
9/16/13,16:35:22,D,After,Jim_Moran,My thoughts and prayers are with all those affected by the tragic events at the Navy Yard this morning.,,-0.203,Black,0
6/12/16,13:48:08,D,After,RepDennyHeck,"Horrified by the tragic shooting in #Orlando. My heart goes out to the victims, their families, &amp; the community. https://t.co/McpaqtVsrk",Orlando,-0.312,Other,0
9/16/13,16:49:15,D,After,RepDennyHeck,Very sad to hear about the tragedy in D.C. this morning. The men and women who work at the Washington Navy Yard are patriots,,-0.312,Black,0
10/24/14,19:48:51,D,After,RepAdamSmith,"My thoughts &amp; prayers are w/ the victims, families, friends, &amp; all affected by the tragic shooting in Marysville. #MPHS #MarysvilleShooting",MPHS MarysvilleShooting,-0.283,Native American,0
12/14/12,21:16:14,D,After,RepAdamSmith,"My heart goes out to all those affected by this horrible tragedy in Newtown, Connecticut.",,-0.283,White,0
4/3/14,19:54:14,D,After,RepJimMcDermott,I'll be on @komonewsradio at 1:35pm to talk #FortHood tragedy. It's time to provide the care our veterans deserve http://t.co/62gJBtAz1d,FortHood,-0.666,Latino,0
12/3/15,2:19:35,D,After,JayInslee,We grieve with the #SanBernardino community tonight. But we've let this story become all too common. We cannot let tragedy become ordinary.,SanBernardino,-0.33,Other,0
7/20/12,19:52:13,D,After,JayInslee,"@donnabrazile: ""my heart broke w/ sadness when I heard about the tragedy in CO."" http://t.co/IL9wY7mv",,-0.33,White,0
7/20/12,17:24:36,D,After,JayInslee,RT @donnabrazile: Pause in a moment of tragedy. Let us mourn those who passed away &amp; pray for those who still fighting for their lives in...,,-0.33,White,0
10/24/14,23:34:14,D,After,RepDelBene,My statement on the tragedy at Marysville-Pilchuck High School--http://t.co/A1SZV2Onni #PrayForPilchuck,PrayForPilchuck,-0.278,Native American,0
6/12/16,17:08:09,D,After,RepGwenMoore,"My heart aches over the tragic events that took place last night in Orlando, FL. #PulseShooting @LGBTEqCaucus #LGBT https://t.co/4vQbop62pz",PulseShooting LGBT,-0.53,Other,0
6/12/16,13:44:07,D,After,RepGwenMoore,Details still emerging on the tragedy at @pulseorlando. All I know for sure is that Milwaukee stands w/ City of Orlando today #PulseShooting,PulseShooting,-0.53,Other,0
6/18/15,13:10:21,D,After,RepGwenMoore,My deepest condolences go out to all of those whose lives will be forever changed by this tragedy. #PrayForCharleston http://t.co/azpcGGuwde,PrayForCharleston,-0.53,White,0
6/12/16,15:58:04,D,After,repmarkpocan,To have 50 people gunned down as we celebrate pride month is horrific &amp; devastating. We must stand w/ #LGBT community on this tragic day.,LGBT,-0.552,Other,0
7/20/12,18:42:15,D,After,SenatorBegich,"My deepest sympathies and thoughts are with the victims,their families,&amp; the entire community impacted by this horrific tragedy in Colorado",,-0.552,White,0
1/8/11,18:42:15,D,After,SenatorBegich,My thoughts and prayers are with Rep. Giffords and all of the victims in Arizona. A tragedy for our entire country.,,-0.552,White,0
6/13/16,18:42:15,D,After,BarbaraBoxer,"Responding to the tragedy in Orlando, our President has once again showed the unifying leadership we so desperately need in our nation.",,-0.45,Other,0
7/20/12,18:42:15,D,After,MarkUdall,"@COVA_Denver has resources to help process the #theatershooting tragedy at http://t.co/4vRUEORU, or 303-861-1160.",theatershooting,-0.353,White,0
6/13/16,18:42:15,D,After,SenChrisDodd,Statement from Senator Dodd on the tragic shooting in #Orlando https://t.co/IjFzG1riMW,Orlando,-0.328,Other,0
7/20/12,18:42:15,D,After,maziehirono,“I am truly saddened by the senseless act of violence in Colorado. It is particularly tragic that young victims were likely involved (2/3),,-0.489,White,0
6/12/16,18:42:15,D,After,SenDonnelly,(1/2) The shooting in Orlando was tragic and heartbreaking. -Joe,,-0.119,Other,0
7/8/16,18:42:15,D,After,SenatorBarb,As we grieve w victims families &amp; struggle to understand tragedy we should lift our voices in unified call for peace https://t.co/aHA8DOCWmo,,-0.37,Black,0
6/13/16,18:42:15,D,After,SenatorBarb,"Shooting in Orlando a national tragedy. I join in offering my deepest condolences, prayers &amp; heartfelt sympathies. https://t.co/7Q6zvEnmxI",,-0.37,Other,0
12/14/12,18:42:15,D,After,SenatorBarb,Today our nation mourns for those lost and the families that have been shattered by this devastating tragedy.,,-0.37,White,0
12/14/12,18:42:15,D,After,SenCarlLevin,"Carl on CT shooting: ""This is an unspeakable tragedy. We are a nation in mourning for the victims, their families and their community.""",,-0.395,White,0
7/7/16,18:42:15,D,After,SenGaryPeters,Truly saddened by the tragic shootings in MN &amp; LA. We must unite to improve community &amp; police relationships to prevent these incidents,,-0.235,Black,0
7/20/12,18:42:15,D,After,clairecmc,Prayers for families in Colorado. Tragic.,,-0.235,White,0
10/2/15,18:42:15,D,After,russfeingold,"The news out of Oregon is awful.  Another tragic, violent event like this at a school, shattering a community, makes me sad and angry. -RDF",,-0.308,White,0
4/3/14,14:20:31,R,After,RepMikeRogersAL,Join me in keeping those impacted by the tragedy at Fort Hood in your thoughts and prayers. http://t.co/Op0TBtohxi,,0.338,Latino,0
1/8/11,21:46:21,R,After,RepMikeRogersAL,"Our thoughts & prayers go out to Rep Giffords, the victims & families after the tragic, horrific attack today.",,0.338,White,0
9/16/13,14:57:18,R,After,Robert_Aderholt,My thoughts and prayers are with everyone at the Washington Navy Yard during this terrible tragedy.,,0.361,Black,0
7/8/16,17:56:46,R,After,RepMarthaRoby,Difficult to find the right words or any words at all in such a tragedy. My thoughts on the #DallasPoliceShootings https://t.co/U1ALUevz42,DallasPoliceShootings,0.368,Black,0
6/18/15,13:58:11,R,After,RepMarthaRoby,Praying that God may bring comfort to the families of those killed &amp; peace to the Charleston community after last night's senseless tragedy.,,0.368,White,0
7/8/16,22:51:49,R,After,repdonyoung,"With a heavy heart, I mourn the 5 brave officers who were so tragically killed in the line of duty. AK stands w/ TX https://t.co/bHYhbay2Cf",,0.278,Black,0
7/16/15,22:25:12,R,After,repdonyoung,Saddened &amp; sickened by tragic #ChattanoogaShooting. My deepest condolences to families of the 4 U.S. Marines killed in this repulsive attack,ChattanoogaShooting,0.278,Black,0
4/3/14,0:00:39,R,After,RepRickCrawford,Please keep everyone at #FortHood in your thoughts and prayers in the wake of this tragedy.,FortHood,0.379,Latino,0
6/12/16,17:34:37,R,After,rep_stevewomack,"Praying for the victims, their families, and all involved in the horrible tragedy in Orlando #prayfororlando",prayfororlando,0.346,Other,0
7/17/15,19:02:08,R,After,salmoncongress,My thoughts and prayers go out to the families of the four Marines who tragically lost their lives in the Chattanooga shooting yesterday.,,0.673,White,0
6/18/15,15:30:34,R,After,salmoncongress,My thoughts and prayers go out to the families of the victims who lost their lives in the tragic Charleston church shooting.,,0.673,White,0
12/14/12,22:02:32,R,After,salmoncongress,"I am horrified and deeply saddened by the tragic events in Connecticut today. Praying for the town of Newton, the victims and their families",,0.673,White,0
7/20/12,16:28:09,R,After,salmoncongress,"Senseless tragedy. Please join me in sending prayers to the victims, their families, &amp; the Aurora community during this difficult time.#pray",pray,0.673,White,0
4/3/12,15:52:48,R,After,salmoncongress,Thoughts and prayers with those affected by this morning’s tragedy at #Mesa Falcon Field.,Mesa,0.673,Asian,0
12/2/15,21:19:01,R,After,RepMcSally,"As this tragic story develops, praying for all those impacted in #SanBernadino.",SanBernadino,0.34,Other,0
7/16/15,19:11:08,R,After,RepMcSally,My heart goes out to the victims and their families in Chattanooga. My thoughts and prayers are with all those affected by this tragedy.,,0.34,Other,0
12/14/12,18:38:55,R,After,RepDavid,I am so sorry to hear of the loss in Connecticut. My heart goes out to the families of this tragedy.,,0.633,Black,0
7/8/16,17:23:56,R,After,KenCalvert,Here's my statement on the tragedy in Dallas last night: https://t.co/coqOdyn1JW,,0.349,Black,0
4/3/14,17:09:34,R,After,KenCalvert,My thoughts and prayers go out to all those impacted by the tragedy at Fort Hood. http://t.co/nFtnkidbr2,,0.349,Latino,0
9/16/13,18:14:18,R,After,KenCalvert,My thoughts and prayers go out to everyone affected by the tragedy at the Washington Navy Yard this morning,,0.349,Black,0
4/3/14,4:00:03,R,After,RepJeffDenham,My thoughts and prayers are with all those impacted by the terrible tragedy at #FortHood this evening.,FortHood,0.308,Latino,0
7/16/15,22:47:20,R,After,RepMimiWalters,Sending my thoughts &amp; prayers to the families &amp; friends of the 4 brave Marines that were tragically killed today.,,0.429,Other,0
6/18/15,16:19:35,R,After,RepMimiWalters,My heart goes out to #Charleston today. Praying for the victims &amp; families affected by this terrible tragedy. http://t.co/kRDWZd49jy,Charleston,0.429,White,0
10/1/15,19:41:03,R,After,RepDavidValadao,My heart goes out to the victims and loved ones of the tragedy at Umpqua Community College in #Oregon today. #UCC,Oregon UCC,0.254,White,0
7/17/16,16:38:12,R,After,RepDLamborn,Praying for healing and peace in our nation after the tragic events unfolding in #BatonRouge,BatonRouge,0.69,Black,0
11/28/15,2:06:52,R,After,RepDLamborn,Update to earlier tweet. A tragic &amp; heartbreaking day in COS. Thoughts &amp; prayers needed for all victims.  https://t.co/8fzAckov61,,0.69,White,0
6/12/16,22:59:05,R,After,RepMikeCoffman,"Our thoughts &amp; prayers are w/ the families and victims of the horrible, tragic shooting in #Orlando last night.",Orlando,0.498,Other,0
7/17/16,17:13:12,R,After,RepTipton,"Tragic news out of Baton Rouge this morning. My heart goes out to the officers and their families, and I pray for an end to this violence.",,0.454,Black,0
7/8/16,11:11:00,R,After,RepTipton,My thoughts and prayers are with the victims of the tragic events that occurred in Dallas last night. My heart goes out to their loved ones.,,0.454,Black,0
11/28/15,2:35:12,R,After,RepTipton,Deeply saddened by the tragic loss of life in Colorado Springs today from senseless violence. Prayers for the victims and their families.,,0.454,White,0
9/16/13,15:16:35,R,After,RepJeffMiller,Vicki's and my thoughts and prayers are with those affected by the tragedy at the #NavyYard this morning.,NavyYard,0.633,Black,0
7/20/12,15:17:56,R,After,AnderCrenshaw,"Thoughts and prayers go out to family, friends of #Aurora victims in this senseless tragedy.",Aurora,0.633,White,0
1/8/11,22:09:10,R,After,AnderCrenshaw,"At this time of tragedy, my thoughts and prayers are with Rep. Giffords, her family, staff, and all the victims of this horrific event.",,0.633,White,0
6/13/16,16:01:03,R,After,RepGusBilirakis,"In times of tragedy, Americans stay strong despite the evil in the world. Orlando, we're here for you #OrlandoUnited https://t.co/alkdR8aFvO",OrlandoUnited,0.403,Other,0
12/2/15,20:57:45,R,After,RepGusBilirakis,"As this tragic story develops, my thoughts &amp; prayers are with #SanBernardino",SanBernardino,0.403,Other,0
10/1/15,23:09:26,R,After,RepGusBilirakis,My thoughts &amp; prayers go out to the families &amp; loved ones involved in this tragedy #UCCShooting,UCCShooting,0.403,White,0
7/17/15,17:00:21,R,After,RepGusBilirakis,"My thoughts and prayers go out to our fallen Marines, their loved ones, and all of our troops following the tragic shooting in Chattanooga.",,0.403,Other,0
12/14/12,21:56:22,R,After,adamputnam,My thoughts and prayers are with the victims and families involved in today's tragedy in Connecticut. May God be with them.,,0.414,White,0
6/12/16,16:39:28,R,After,VernBuchanan,Tragic news out of Orlando. Our thoughts and prayers are with the victims and their families.,,0.36,Other,0
7/16/15,21:00:26,R,After,VernBuchanan,My thoughts and prayers are with the fallen Marines and their loved ones following the tragic shooting today in Tennessee.,,0.36,Other,0
12/14/12,18:04:43,R,After,VernBuchanan,"My heart aches for those affected by the senseless tragedy in Newtown, Conn.",,0.36,White,0
7/20/12,13:57:35,R,After,VernBuchanan,Would like to join every American in sending our prayers to the victims and families of last night's senseless tragedy in Colorado,,0.36,White,0
7/20/12,14:12:07,R,After,RepConnieMack,My thoughts and prayers are with the victims and families of last night's tragic shooting in Colorado,,0.601,White,0
6/12/16,16:14:12,R,After,congbillposey,My thoughts and prayers are with the victims and loved ones of this morning's tragic shooting in Orlando,,0.511,Other,0
1/8/11,22:28:32,R,After,congbillposey,Congressman Posey’s Statement on Today’s Tragic Events in Arizona:  http://bit.ly/fKehHy #politics,politics,0.511,White,0
9/16/13,16:46:40,R,After,TomRooney,"Tara and I send our thoughts &amp; prayers to the victims, families, first responders &amp; all those affected by tragic shooting at Navy Yard in DC",,0.459,Black,0
4/3/14,14:40:46,R,After,Rep_Southerland,My thoughts and prayers are with all the victims of yesterday’s tragic shooting at Fort Hood. http://t.co/LT8CCfA0m8,,0.56,Latino,0
12/14/12,18:41:47,R,After,RepWebster,The tragic violence in #CT is unimaginable. My prayers are with all of those in the Sandy Hook Elementary community.,CT,0.481,White,0
7/20/12,12:52:30,R,After,RepWebster,My prayers are with the victims of last night’s tragedy in Aurora and my heart goes out to their loved ones.,,0.481,White,0
7/16/15,20:37:25,R,After,RepDennisRoss,"My thoughts and prayers go out to the families and friends of the Marines tragically killed today in Chattanooga, Tenn.",,0.533,Other,0
4/3/14,3:41:03,R,After,RepDennisRoss,Praying for all of the families affected by the tragic Fort Hood shooting today.,,0.533,Latino,0
4/3/14,14:42:19,R,After,RepTedYoho,Thinking of all those affected by the tragic Fort Hood shooting yesterday http://t.co/Z8J2mtx6v8,,0.697,Latino,0
4/3/14,14:59:18,R,After,PaulBrounMD,Georgia is keeping those affected by the tragedy at Fort Hood in our hearts and prayers. http://t.co/WMq4x8OOvj,,0.913,Latino,0
1/9/11,17:06:29,R,After,PaulBrounMD,"I am shocked and saddened by this horrific tragedy in Tucson, AZ. My prayers are with Congresswoman Giffords'... http://fb.me/OUCLKq21",,0.913,White,0
12/14/12,20:24:27,R,After,DrPhilGingrey,"As a father and grandfather, I am heartbroken at the tragedy in Newtown today. #SandyHook",SandyHook,0.561,White,0
12/14/12,20:44:05,R,After,RepTomGraves,Julie and I are in prayer today for all those impacted by the unimaginable tragedy in Connecticut. https://t.co/lUeKGzFv,,0.753,White,0
7/20/12,14:41:32,R,After,RepTomGraves,"My thoughts and prayers are with the people affected by the tragedy in Aurora, Colorado last night.",,0.753,White,0
6/18/15,13:53:17,R,After,AustinScottGA08,"Vivien and I offer our prayers in the wake of the senseless tragedy that occurred in Charleston, SC last night.... http://t.co/v1hP0Mw1rR",,0.572,White,0
1/9/11,5:06:49,R,After,AustinScottGA08,"Due to the ongoing coverage into Saturday's tragic shooting in Arizona, I will not be on CNN's ""State of the... http://fb.me/SnN8ZvpC",,0.572,White,0
1/9/11,5:04:04,R,After,AustinScottGA08,"Due to the ongoing coverage of the tragic shooting in Arizona, I will not be on CNN's ""State of the Union""... http://fb.me/Qa9dapS7",,0.572,White,0
9/23/16,10:55:27,R,After,RepDougCollins,Catching up on the news while I wait for my appearance on @CNN to speak about the tragedy in #Charlotte https://t.co/Hy1R8U5ilq,Charlotte,0.636,Other,0
10/1/15,18:56:44,R,After,RepBuddyCarter,Amy and I send our thoughts and prayers to those affected by the tragedy at Umpqua Community College.,,0.57,White,0
7/16/15,19:19:05,R,After,RepBuddyCarter,"Saddened to hear the news from #Chattanooga today. My thoughts and prayers are with everyone involved in this senseless, tragic act.",Chattanooga,0.57,Other,0
6/18/15,14:30:11,R,After,RepRickAllen,"My thoughts and prayers are with the victims, loved ones, and all affected by the tragedy at Emanuel AME last night. #PrayForCharleston",PrayForCharleston,0.62,White,0
12/15/12,22:51:18,R,After,SteveKingIA,"Sandy Hook tragedy: Heartbreak of history. 20 bubbling &amp; innocent little personalities, 7 adults-all live, learn, love &amp; laugh no more. RIP",,0.618,White,0
1/8/11,23:15:18,R,After,SteveKingIA,"The tragedy in Tucson unfolds as we continue to pray for Gabrielle Giffords & all who were shot. So far, a miracle she's alive, get well .",,0.618,White,0
4/3/14,3:06:56,R,After,RepWalorski,My thoughts and prayers are with those who lost their lives or were injured in today's tragedy at Fort Hood.,,0.448,Latino,0
9/16/13,21:32:05,R,After,RepLarryBucshon,My thoughts &amp; prayers are w/ the victims tragedy &amp; their families through this tragedy. #NavyYard https://t.co/97PGRRXs3o,NavyYard,0.387,Black,0
6/12/16,15:09:01,R,After,ToddRokita,"Following last night's tragic shooting, my prayers are with the victims, their families, and the people of Orlando.",,0.597,Other,0
12/3/15,1:20:52,R,After,ToddRokita,"Thoughts and prayers are with the victims, their family and those responding to the tragedy in #SanBernadino.",SanBernadino,0.597,Other,0
9/16/13,19:40:29,R,After,RepStutzman,Our thoughts &amp; prayers are with all involved in the tragic shooting at the Navy Yard &amp;our prayers for safety go out for the first responders,,0.742,Black,0
12/14/12,19:29:46,R,After,RepStutzman,Our family’s prayers are with all those affected by the unspeakable tragedy in Connecticut.,,0.742,White,0
9/16/13,15:10:12,R,After,RepLynnJenkins,"Thinking of DC this morning. Sending prayers for those at the Washington Navy Yard, the victims of this tragedy and their families.",,0.522,Black,0
2/26/16,0:53:59,R,After,JerryMoran,"As we learn more about the details of the tragedy in South Central Kansas tonight, my heart goes out to the victims and their families.",,0.414,Black,0
9/16/13,18:02:59,R,After,RepAndyBarr,My thoughts &amp; prayers are w #NavyYardShootings victims. Pls say a prayer for their families &amp; peaceful resolution to this senseless tragedy,NavyYardShootings,0.485,Black,0
9/16/13,18:40:53,R,After,RepEdWhitfield,"My heart goes out to all of those affected by the horrible tragedy that has unfolded at the Navy Yard in Washington, D.C.",,0.303,Black,0
6/12/16,15:15:13,R,After,RepHuizenga,Horrific &amp; tragic news out of Orlando. Praying for the families &amp; loved ones who lost their lives as well as those injured.,,0.636,Other,0
12/2/15,21:38:23,R,After,RepHuizenga,My thoughts &amp; prayers go out to those impacted by the tragic shootings in #SanBernardino,SanBernardino,0.636,Other,0
9/16/13,16:40:15,R,After,RepWalberg,My thoughts and prayers are with those in #NavyYard and those affected by this tragedy in D.C. today.,NavyYard,0.527,Black,0
6/13/16,19:48:46,R,After,RepFredUpton,My statement on Orlando tragedy: https://t.co/gaZJgG6MhK https://t.co/9NKF096Sr3,,-0.4,Other,0
2/21/16,15:25:53,R,After,RepFredUpton,My statement on the tragic events that unfolded in our community last night: https://t.co/6BTK9D8H0W,,-0.4,Other,0
11/6/09,13:53:31,R,After,petehoekstra,Fort Hood a national tragedy. Remember in your prayers the families and individuals so deeply affected by this. Thank you so much.,,0.516,Other,0
9/16/13,17:04:09,R,After,repjohnkline,Vicky and I extend our thoughts and prayers to everyone affected by today's senseless tragedy at the Washington Navy Yard.,,0.49,Black,0
6/12/16,20:04:28,R,After,RepErikPaulsen,Our hearts are filled with grief after the horrific tragedy in Orlando. Keep the victims and their families in your thoughts and prayers.,,0.406,Other,0
12/14/12,18:35:39,R,After,MicheleBachmann,"My thoughts and prayers are with the children, teachers and families in Connecticut as they mourn this heartbreaking tragedy.",,0.584,White,0
8/5/12,23:23:07,R,After,MicheleBachmann,My heart goes out to everyone affected by today's tragic shooting in Wisconsin. The victims and their families are in my prayers.,,0.584,White,0
7/20/12,15:15:43,R,After,MicheleBachmann,My heart goes out to those affected by the tragic shooting in Colorado. The victims and their families are in my prayers.,,0.584,White,0
6/18/15,12:26:50,R,After,RepAnnWagner,Tragic news of the senseless killing of 9 church members in South Carolina. Praying for the victims &amp; their families. #CharlestonShooting,CharlestonShooting,0.471,White,0
9/16/13,15:11:25,R,After,RepAnnWagner,My thoughts and prayers are with the victims of the #NavyYard shootings.  Please say a prayer for a peaceful resolution to this tragedy.,NavyYard,0.471,Black,0
4/3/14,14:27:32,R,After,RepJasonSmith,Sending my thoughts and prayers to the victims of the Fort Hood tragedy. Please join me in prayer. http://t.co/Yu83dpNGSn,,0.611,Latino,0
7/8/16,12:21:00,R,After,RepHartzler,Horrified. Incensed. Heartbroken at tragic gunning down of #police officers in #DallasPoliceShooting . My prayers are with the victims.,police DallasPoliceShooting,0.497,Black,0
6/18/15,14:33:48,R,After,RepSamGraves,"Thoughts &amp; prayers from around the country are with everyone affected by the tragic #CharlestonShooting last night. Terrible, terrible news.",CharlestonShooting,0.432,White,0
9/16/13,18:19:35,R,After,CongPalazzo,"Today's tragic #NavyYardShooting has taken 12 lives. Praying for victims and families, first responders, those still searching for suspects.",NavyYardShooting,0.492,Black,0
7/20/12,14:09:23,R,After,CongPalazzo,Saddened by the news of the terrible tragedy in Colorado.  My thoughts and prayers are with the victims and their families.,,0.492,White,0
11/28/15,0:02:47,R,After,RepRyanZinke,Tragic day when Americans face off against each other.  My deepest sympathies to the families. Prayers for first responders.,,0.412,White,0
4/3/14,14:05:08,R,After,RepHolding,It's devastating that there has been another tragedy in Fort Hood - my thoughts go out to the victims and their families.#PrayForFortHood,PrayForFortHood,0.658,Black,0
7/16/15,19:06:45,R,After,PatrickMcHenry,Horrible news from #Chattanooga. Join me in praying for the families of those killed in this senseless tragedy.,Chattanooga,0.581,Other,0
6/18/15,18:10:38,R,After,PatrickMcHenry,#CharlestonShooting is a horrific tragedy. I'm thankful for the efforts of Chief Ledford &amp; @ShelbyPolice bringing this monster into (1/2),CharlestonShooting,0.581,White,0
9/17/13,12:41:34,R,After,virginiafoxx,Flags flying half-staff over the Capitol to remember the victims of yesterday's Navy Yard tragedy. http://t.co/PogLLHQzT6,,0.642,Black,0
12/14/12,20:38:03,R,After,virginiafoxx,"My thoughts &amp; prayers are with the people of Connecticut. May God be near to the victims, children, &amp; families impacted by this tragedy.",,0.642,White,0
12/14/12,18:27:55,R,After,LEETERRYNE,"After today's tragic event, our thoughts and prayers go out to the victims and families of Newtown Connecticut.",,0.426,White,0
6/12/16,19:08:40,R,After,JeffFortenberry,This is just horrible &amp; a terrible tragedy. It's hard to get the mind around what just happened. #Orlando,Orlando,0.3,Other,0
12/2/15,23:46:40,R,After,RepFrankGuinta,This is a really shocking tragedy. My heart goes out to the victims' families. https://t.co/Dx7r3Di9nw @CBSNews,,0.433,Other,0
12/14/12,20:02:12,R,After,RepFrankGuinta,"Praying for all those affected by the horrific tragedy in Newtown, CT today.  #prayfornewtown #sandyhook",prayfornewtown sandyhook,0.433,White,0
12/14/12,19:45:47,R,After,RepLanceNJ7,"Heidi and I send our heartfelt prayers to the victims and families of the today's senseless tragedy in Newtown, Conn.",,0.333,White,0
7/8/16,14:19:59,R,After,RepTomMacArthur,"Debbie and I are praying for every officer in the wake of a terrible tragedy like this, know that you are not alone – I stand with you",,0.208,Black,0
12/2/15,23:51:37,R,After,RepTomMacArthur,Debbie and I are sending prayers to San Bernardino in the wake of this terrible tragedy. Our thoughts are with the entire community.,,0.208,Other,0
9/16/13,15:14:45,R,After,RepJonRunyan,Please keep the victims and first responders in your prayers as this tragic event at the #WashingtonNavyYard continues to unfold.,WashingtonNavyYard,0.222,Black,0
6/12/16,18:10:45,R,After,RepChrisSmith,The mass murder in Orlando is tragic beyond words. My condolences to the family and friends of the victims. https://t.co/m2COzv6kIX,,0.16,Other,0
7/8/16,16:13:57,R,After,RepLoBiondo,This sickening horrific tragedy in #Dallas has no justification. We all mourn. Targeted killings of anyone is not what America aspires to be,Dallas,0.211,Black,0
6/18/15,13:43:14,R,After,RepHardy,Saddened to hear of the tragedy in South Carolina last night. My prayers for and condolences to the families of the victims.,,0.353,White,0
4/3/14,18:09:44,R,After,RepChrisCollins,My thoughts and prayers are with those impacted by the tragedy at #FortHood yesterday. http://t.co/x4MgDcTfxt,FortHood,0.368,Latino,0
4/3/14,15:20:55,R,After,RepPeteKing,I discussed the latest on yesterday's tragic Fort Hood shooting with @gretawire &amp; @BillHemmer: https://t.co/C8HvMsUgll,,0.26,Latino,0
12/14/12,20:01:55,R,After,RepPeteKing,My thoughts and prayers are with the victims of this terrible tragedy in Connecticut.,,0.26,White,0
7/20/12,15:32:28,R,After,RepPeteKing,Will be discussing tragic Aurora shooting on @FoxNews at 1:15 p.m.,,0.26,White,0
6/18/15,15:55:59,R,After,RepRichardHanna,My thoughts are with the victims of the Charleston shooting and their families during this indescribable tragedy. http://t.co/cZIyvK2ePI,,0.215,White,0
9/16/13,20:25:09,R,After,RepRichardHanna,Heartbreaking tragedy took place today at Washington Navy Yard. Please keep the victims and their families in your thoughts and prayers.,,0.215,Black,0
7/17/16,16:18:27,R,After,RepTomReed,Tragic news out of Baton Rouge. We stand with our police officers and demand an end to this senseless violence against law enforcement.,,0.295,Black,0
9/16/13,18:25:57,R,After,RepChrisGibson,"My thoughts and prayers are with the victims of the tragedy at the Washington Navy Yard, their families, and all of those who work there.",,0.203,Black,0
10/2/15,12:22:09,R,After,RepDanDonovan,"Today, as we continue to learn more about the terrible tragedy in Oregon, my thoughts and prayers are with the families of the victims.",,0.224,White,0
4/3/14,14:24:05,R,After,RepJimRenacci,Thinking and praying for all of those who are affected by this senseless tragedy http://t.co/3bg06RZyym,,0.384,Latino,0
9/16/13,21:16:49,R,After,RepJimRenacci,My thoughts are with the victims and family members of today's tragic attack at the Washington Navy Yard.  Some... http://t.co/3JVepXIfUQ,,0.384,Black,0
12/14/12,18:30:09,R,After,RepJimRenacci,My thoughts and prayers are with the victims and families of the tragic and senseless act of violence that took... http://t.co/V15mMfzb,,0.384,White,0
7/8/16,14:21:04,R,After,PatTiberi,"The images of last night’s horrific ambush in Dallas are tragic &amp; heartbreaking.

My Statement: https://t.co/iAOlaVArPJ",,0.386,Black,0
1/8/11,18:53:32,R,After,Jim_Jordan,"Please join me, my family, staff and colleagues in prayers for Rep. Giffords, her staff and those impacted by the tragedy in AZ today.",,0.707,White,0
7/20/12,17:45:20,R,After,RepMikeTurner,My thoughts and prayers go out to the victims and families of last night's tragedy in Colorado.,,0.266,White,0
7/8/16,19:23:31,R,After,RepSteveChabot,Yesterday’s #DallasPoliceShooting was a national tragedy. My thoughts &amp; prayers are w the victims &amp; their families. https://t.co/sROa1o0w7B,DallasPoliceShooting,0.584,Black,0
12/14/12,20:35:00,R,After,RepSteveChabot,"My heart and prayers go out to the victims and their families of this senseless tragedy at Sandy Hook Elementary in Newtown, Conn.",,0.584,White,0
4/3/14,14:34:44,R,After,RepMullin,My thoughts and prayers go out to all those affected by the tragic Fort Hood shooting yesterday. http://t.co/asSbJrEvMW,,0.504,Latino,0
7/16/15,19:43:28,R,After,RepJBridenstine,I am devastated by the tragedy in #Chattanooga.  Please join me in prayer for all those affected.,Chattanooga,0.689,Other,0
6/18/15,15:13:21,R,After,RepJBridenstine,I am deeply saddened to hear of the tragedy in Charleston.  Please join me in praying for all those affected.  #PrayersForCharleston,PrayersForCharleston,0.689,White,0
6/12/16,22:38:45,R,After,TomColeOK04,I am deeply grieved by the horrific tragedy that senselessly claimed dozens of innocent lives today in Orlando. https://t.co/tRuB3Kg9c6,,0.335,Other,0
4/3/14,18:15:35,R,After,TomColeOK04,My thoughts and prayers remain with every life impacted by the tragedy at Fort Hood. http://t.co/pB8mNpJE5l,,0.335,Latino,0
9/17/13,21:05:01,R,After,TomColeOK04,My thoughts and prayers are with the victims of yesterday’s tragedy at #NavyYard.,NavyYard,0.335,Black,0
7/8/16,16:29:34,R,After,RepFrankLucas,"As we mourn this senseless tragedy, I stand with our law enforcement officers &amp; their families #DallasPoliceShooting https://t.co/UdQCHaIQdK",DallasPoliceShooting,0.363,Black,0
9/16/13,20:28:06,R,After,RepFrankLucas,My thoughts and prayers go out to those who were affected by the terrible tragedy that occurred today at the Washington #NavyYard.,NavyYard,0.363,Black,0
6/12/16,16:24:25,R,After,repgregwalden,"Senseless, horrible attack and tragedy in Orlando.  My prayers are with the victims, their families and the people of Orlando.",,0.338,Other,0
9/16/13,20:47:46,R,After,repgregwalden,Thoughts and prayers go out to victims &amp; families involved in Navy Yard tragedy today. Special thanks to brave first responders on scene.,,0.338,Black,0
12/14/12,21:06:45,R,After,repgregwalden,"Mylene and I were horrified to learn of this senseless tragedy. Our thoughts and prayers go out to the children, teachers, and families.",,0.338,White,0
